paper_id,title,reference,venue,year,n_citation,author
2651,Finite Uniform Bisimulations for Linear Systems with Finite Input Alphabets,-1,IEEE Transactions on Automatic Control,2017,50,Donglei Fan
2652,End-to-End Network Performance Management Framework Based on Case-Based Reasoning,-1,Wireless Personal Communications,2017,0,Buseung Cho
2653,Optimal harmonic reduction approach for PWM AC–AC converter using nested memetic algorithm,-1,soft computing,2017,1,Farid Pazhoohesh
2654,Promotion Spillovers: Drug Detailing in Combination Therapy,-1,Marketing Science,2017,0,Hongju Liu
2655,CovertInspector: Identification of Shared Memory Covert Timing Channel in Multi-tenanted Cloud,-1,International Journal of Parallel Programming,2017,50,Sheng Wang
2656,On the formal definition of the systems’ interoperability capability: an anthropomorphic approach,-1,Enterprise Information Systems,2017,0,Milan Zdravković
2657,Transparency of Outside Options in Bargaining,-1,Journal of Economic Theory,2017,50,Ilwoo Hwang
2658,Combining temporal planning with probabilistic reasoning for autonomous surveillance missions,-1,Autonomous Robots,2017,0,Sara Bernardini
2659,Efficient Redundancy Techniques for Latency Reduction in Cloud Systems,-1,ACM Transactions on Modeling and Performance Evaluation of Computing ,2017,2,Gauri Joshi
2660,Distributed Optimization with Arbitrary Local Solvers,-1,Optimization Methods & Software,2017,50,Chenxin Ma
2661,A new sparse representation-based object segmentation framework,-1,The Visual Computer,2017,50,Jincao Yao
2662,Quasi-random numbers for copula models,-1,Statistics and Computing,2017,50,Mathieu Cambou
2663,Adaptive fuzzy output feedback control for MIMO switched nonlinear systems with prescribed performances,-1,Fuzzy Sets and Systems,2017,50,Lili Zhang
2664,Construction of Pseudoinverse Matrix Over Finite Field and Its Applications,-1,Wireless Personal Communications,2017,0,Van H. Dang
2665,Symmetric difference operators on fuzzy sets,-1,Fuzzy Sets and Systems,2017,50,Zhiqiang Shen
2666,The Impact of Covariance Misspecification in Risk-Based Portfolios,-1,Annals of Operations Research,2017,0,David Ardia
2667,Asymptotic Approximations for TCP Compound,-1,Queueing Systems,2017,50,Sudheer Poojary
2668,"Ordering effects, updating effects, and the specter of global skepticism",-1,Synthese,2017,4,Zachary Horne
2669,Double-noise-dual-problem approach to the augmented Lagrange multiplier method for robust principal component analysis,-1,soft computing,2017,1,Dansong Cheng
2670,"Is immersion of any value? Whether, and to what extent, game immersion experience during serious gaming affects science learning",-1,British Journal of Educational Technology,2017,50,Meng-Tzu Cheng
2671,Numerical homogenization method for parabolic advection-diffusion multiscale problems with large compressible flows,-1,Numerische Mathematik,2017,0,Assyr Abdulle
2672,"Scalable transfer learning in heterogeneous, dynamic environments",-1,Artificial Intelligence,2017,5,Trung Thanh Nguyen
2674,Verifiable abstractions for contract-oriented systems ☆,-1,The Journal of Logic and Algebraic Programming,2017,0,Massimo Bartoletti
2675,Saddle-point dynamics: conditions for asymptotic stability of saddle points,-1,Siam Journal on Control and Optimization,2017,50,Ashish Cherukuri
2676,"Open or Closed? Technology Sharing, Supplier Investment, and Competition",-1,Manufacturing & Service Operations Management,2017,0,Bin Hu
2677,The complexity of signed graph and edge-coloured graph homomorphisms,-1,Discrete Mathematics,2017,50,Richard C. Brewster
2678,Automated Parameter Selection for Total Variation Minimization in Image Restoration,-1,Journal of Mathematical Imaging and Vision,2017,0,Andreas Langer
2679,Magidor-Malitz Reflection,-1,Archive for Mathematical Logic,2017,0,Yair Hayut
2680,A Large Group Decision-Making Method Based on Fuzzy Preference Relation,-1,International Journal of Information Technology and Decision Making,2017,0,Shenghai Zhou
2681,A first order system least squares method for the Helmholtz equation,-1,Journal of Computational and Applied Mathematics,2017,0,Huangxin Chen
2682,Several notions of rank-width for countable graphs,-1,Journal of Combinatorial Theory,2017,50,Bruno Courcelle
2683,Recursive Descriptions of Polar Codes,-1,Advances in Mathematics of Communications,2017,50,Noam Presman
2684,Large sets of subspace designs,-1,Journal of Combinatorial Theory,2017,50,Michael Braun
2685,An approach to treat numerical information in the text simplification process,-1,Universal Access in The Information Society,2017,0,Susana Bautista
2686,Traveling time prediction in scheduled transportation with journey segments,-1,Information Systems,2017,50,Avigdor Gal
2687,Considering learning styles and context-awareness for mobile adaptive learning,-1,Education and Information Technologies,2017,50,Richard A. W. Tortorella
2688,Success Probability of the Babai Estimators for Box-Constrained Integer Linear Models,-1,IEEE Transactions on Information Theory,2017,50,Jinming Wen
2689,The weight distributions of two classes of p ary cyclic codes with few weights,-1,Finite Fields and Their Applications,2017,0,Shudi Yang
2690,D-vine copula based quantile regression,-1,Computational Statistics & Data Analysis,2017,50,Daniel Kraus
2691,Blind Deconvolution Meets Blind Demixing: Algorithms and Performance Bounds,-1,IEEE Transactions on Information Theory,2017,8,Shuyang Ling
2692,Conceptual and numerical comparisons of swarm intelligence optimization algorithms,-1,soft computing,2017,7,Haiping Ma
2694,The 'who' and 'what' of #diabetes on Twitter,-1,arXiv: Physics and Society,2017,50,Mariano Beguerisse-Díaz
2695,Time-Space Trade-offs for Triangulations and Voronoi Diagrams,-1,workshop on algorithms and data structures,2017,6,Matias Korman
2696,Market completion with derivative securities,-1,Finance and Stochastics,2017,50,Daniel C. Schwarz
2697,Fee or Free: When Should Firms Charge for Online Content?,-1,Management Science,2017,50,Anja Lambrecht
2698,Determinism at Standard-Library Level in TM-Based Applications,-1,International Journal of Parallel Programming,2017,0,Vesna Smiljkovic
2699,Importance analysis for model with mixed uncertainties,-1,Fuzzy Sets and Systems,2017,50,Luyi Li
2701,Additive Bounds of Minimum Output Entropies for Unital Channels and an Exact Qubit Formula,-1,IEEE Transactions on Information Theory,2017,50,Motohisa Fukuda
2702,Pull-based load distribution among heterogeneous parallel servers: the case of multiple routers,-1,Queueing Systems,2017,50,Alexander L. Stolyar
2703,Consistent estimation of the filtering and marginal smoothing distributions in nonparametric hidden Markov models,-1,IEEE Transactions on Information Theory,2017,10,Yohann De Castro
2704,Semantic-based regularization for learning and inference,-1,Artificial Intelligence,2017,50,Michelangelo Diligenti
2705,Assimilation of enterprise technology upgrades: a factor-based study,-1,Enterprise Information Systems,2017,50,Craig C. Claybaugh
2706,Towards extending the Ahlswede–Khachatrian theorem to cross t-intersecting families,-1,Discrete Applied Mathematics,2017,0,Sangjune Lee
2707,Increasingly complex representations of natural movies across the dorsal stream are shared between subjects.,-1,NeuroImage,2017,50,Umut Güçlü
2708,Dual hesitant fuzzy rough set and its application,-1,soft computing,2017,4,Haidong Zhang
2709,An equation-by-equation estimator of a multivariate log-GARCH-X model of financial returns,-1,Journal of Multivariate Analysis,2017,50,Christian Francq
2710,Interval Abel integral equation,-1,soft computing,2017,4,Vasile Lupulescu
2711,A cost-effective approach to improving performance of big genomic data analyses in clouds,-1,Future Generation Computer Systems,2017,50,Christopher Smowton
2712,Types of signature analysis in reliability based on Hilbert series,-1,Journal of Symbolic Computation,2017,50,Fatemeh Mohammadi
2713,Minimal elementary end extensions,-1,Archive for Mathematical Logic,2017,0,James H. Schmerl
2714,Choosing the Devil You Don’t Know: Evidence for Limited Sensitivity to Sample Size–Based Uncertainty When It Offers an Advantage,-1,Management Science,2017,0,Florian Kutzner
2715,Distance-regular Cayley graphs with least eigenvalue $-2$,-1,"Designs, Codes and Cryptography",2017,50,Alireza Abdollahi
2716,Information-Theoretic Lower Bounds for Distributed Function Computation,-1,IEEE Transactions on Information Theory,2017,0,Aolin Xu
2717,Aggregating privatized medical data for secure querying applications,-1,Future Generation Computer Systems,2017,50,Kalpana Singh
2718,Energy-Awareness and Performance Management with Parallel Dataflow Applications,-1,signal processing systems,2017,50,Simon Holmbacka
2719,Estimation in mixed models through three step minimization,-1,Communications in Statistics - Simulation and Computation,2017,0,Dário Ferreira
2720,Average-case complexity without the black swans,-1,Journal of Complexity,2017,50,Dennis Amelunxen
2721,Multiple penalized principal curves: analysis and computation,-1,Journal of Mathematical Imaging and Vision,2017,1,Slav Kirov
2722,How does the core sit inside the mantle,-1,Random Structures and Algorithms,2017,4,Amin Coja-Oghlan
2723,1-generator generalized quasi-cyclic codes over ℤ 4,-1,Cryptography and Communications,2017,50,Tingting Wu
2724,Unsupervised Metric Fusion Over Multiview Data by Graph Random Walk-Based Cross-View Diffusion,-1,IEEE Transactions on Neural Networks,2017,50,Yang Wang
2725,Local Nonglobal Minima for Solving Large Scale Extended Trust Region Subproblems,-1,Computational Optimization and Applications,2017,50,Maziar Salahi
2726,Arithmetic for Rooted Trees,-1,Theory of Computing Systems \/ Mathematical Systems Theory,2017,0,Fabrizio Luccio
2727,Stability Properties Of The Plethysm: A Combinatorial Approach,-1,Discrete Mathematics,2017,50,Laura Colmenarejo
2728,Interval scheduling maximizing minimum coverage,-1,Discrete Applied Mathematics,2017,2,Veli Mäkinen
2729,BPLG–BMCS: GPU-sorting algorithm using a tuning skeleton library,-1,The Journal of Supercomputing,2017,0,Adrián Pérez Diéguez
2730,Feedback stabilization of a simplified model of fluid-structure interaction on a tree,-1,Asymptotic Analysis,2017,0,Kaïs Ammari
2731,Optimization over Structured Subsets of Positive Semidefinite Matrices via Column Generation,-1,Discrete Optimization,2017,50,Amir Ali Ahmadi
2732,A Multilevel Correction Method for Interior Transmission Eigenvalue Problem,-1,Journal of Scientific Computing,2017,50,Hehu Xie
2733,Practical Bayesian model evaluation using leave-one-out cross-validation and WAIC,-1,Statistics and Computing,2017,94,Aki Vehtari
2734,Piecewise-Linear Approximation for Feature Subset Selection in a Sequential Logit Model,-1,Journal of The Operations Research Society of Japan,2017,0,Toshiki Sato
2735,High-Probability Guarantees in Repeated Games: Theory and Applications in Information Theory,-1,Proceedings of the IEEE,2017,50,Payam Delgosha
2736,Learning-Based Distributed Detection-Estimation in Sensor Networks With Unknown Sensor Defects,-1,IEEE Transactions on Signal Processing,2017,50,Qing Zhou
2737,Reduced-rank multi-label classification,-1,Statistics and Computing,2017,0,Ting Yuan
2739,Bounded-degree spanning trees in randomly perturbed graphs,-1,SIAM Journal on Discrete Mathematics,2017,0,Michael Krivelevich
2740,Hermite spline interpolation on a three direction mesh from Powell–Sabin and Hsieh–Clough–Tocher finite elements,-1,Journal of Computational and Applied Mathematics,2017,0,Domingo Barrera
2741,Topological cell decomposition and dimension theory in P-minimal fields,-1,Journal of Symbolic Logic,2017,0,Pablo Cubides-Kovacsics
2742,Cooperative Parallel Particle Filters for online model selection and applications to Urban Mobility,-1,Digital Signal Processing,2017,50,Luca Martino
2743,On the “Smith is Huq” Condition in S-Protomodular Categories,-1,Applied Categorical Structures,2017,50,Nelson Martins-Ferreira
2744,"The uniqueness of a distance-regular graph with intersection array \{32,27,8,1;1,4,27,32\} and related results",-1,"Designs, Codes and Cryptography",2017,50,Leonard H. Soicher
2745,Small Cores in 3-uniform Hypergraphs,-1,Journal of Combinatorial Theory,2017,0,David Solymosi
2746,A cybernetics Social Cloud,-1,Journal of Systems and Software,2017,50,Victor Chang
2747,Throughput-Optimal Multihop Broadcast on Directed Acyclic Wireless Networks,-1,IEEE\/ACM Transactions on Networking,2017,0,A. Sinha
2748,Configurable real-time motion estimation for medical imaging: application to X-ray and ultrasound,-1,Journal of Real-time Image Processing,2017,0,Nikolai Abramov
2749,Scribability problems for polytopes,-1,European Journal of Combinatorics,2017,0,Hao Chen
